       t        x        y
     996 -0.826972 0.595159
     997 0.035782 0.999360
     998 0.867665 0.541497
     999 0.994417 -0.299973
    1000 0.329475 -0.944682
    1001 -0.617452 -0.794174
    1002 -1.046998 -0.018585
    1003 -0.650998 0.768738
    1004 0.288641 0.957739
    1005 0.980771 0.335803
    1006 0.890200 -0.508442
    1007 0.078631 -0.996905
    1008 -0.800754 -0.626363
    1009 -1.023231 0.203028
    1010 -0.435303 0.901934
    1011 0.522890 0.856013
    1012 1.039199 0.117566
    1013 0.734901 -0.695553
    1014 -0.177345 -0.984191
    1015 -0.936925 -0.429578
    1016 -0.943247 0.417522
    1017 -0.192017 0.981449
    1018 0.724443 0.705505
    1019 1.040858 -0.104691
    1020 0.535613 -0.848476
    1021 -0.421792 -0.908137
    1022 -1.020105 -0.215761
    1023 -0.810024 0.615599
    1024 0.063741 0.997967
    1025 0.882523 0.520008
    1026 0.985691 -0.323379
    1027 0.302906 -0.953387
    1028 -0.639455 -0.777716
    1029 -1.047179 0.005658
    1030 -0.629243 0.785460
    1031 0.315337 0.949412
    1032 0.989845 0.312471
    1033 0.875663 -0.530072
    1034 0.050696 -0.998714
    1035 -0.818006 -0.606099
    1036 -1.017213 0.226886
    1037 -0.409891 0.913416
    1038 0.546655 0.841746
    1039 1.042152 0.093413
    1040 0.715168 -0.714119
    1041 -0.204824 -0.978874
    1042 -0.948634 -0.406925
    1043 -0.931243 0.440084
    1044 -0.164470 0.986413
    1045 0.743932 0.686748
    1046 1.037589 -0.128824
    1047 0.511663 -0.862475
    1048 -0.447051 -0.896354
    1049 -1.025811 -0.191863
    1050 -0.792509 0.635706
    1051 0.091650 0.995794
    1052 0.896777 0.498260
    1053 0.976312 -0.346645
    1054 0.276103 -0.961379
    1055 -0.660991 -0.760769
    1056 -1.046681 0.029899
    1057 -0.607026 0.801683
    1058 0.341790 0.940379
    1059 0.998265 0.289004
    1060 0.860524 -0.551435
    1061 0.022722 -0.999742
    1062 -0.834686 -0.585509
    1063 -1.010529 0.250651
    1064 -0.384168 0.924241
    1065 0.570013 0.826915
    1066 1.044429 0.069223
    1067 0.694922 -0.732262
    1068 -0.232144 -0.972806
    1069 -0.959706 -0.384085
    1070 -0.918610 0.462441
    1071 -0.136796 0.990614
    1072 0.762890 0.667596
    1073 1.033646 -0.152904
    1074 0.487329 -0.875884
    1075 -0.471972 -0.883938
    1076 -1.030846 -0.167887
    1077 -0.774435 0.655463
    1078 0.119487 0.992844
    1079 0.910418 0.476268
    1080 0.966285 -0.369758
    1081 0.249086 -0.968647
    1082 -0.682045 -0.743351
    1083 -1.045505 0.054128
    1084 -0.584362 0.817391
    1085 0.367981 0.930651
    1086 1.006025 0.265415
    1087 0.844791 -0.572516
    1088 -0.005271 -0.999986
    1089 -0.850785 -0.564612
    1090 -1.003180 0.274311
    1091 -0.358151 0.934395
    1092 0.592948 0.811538
    1093 1.046028 0.045006
    1094 0.674174 -0.749964
    1095 -0.259283 -0.965996
    1096 -0.970137 -0.361073
    1097 -0.905354 0.484577
    1098 -0.109014 0.994046
    1099 0.781306 0.648065
    1100 1.029029 -0.176924
    1101 0.462629 -0.888687
    1102 -0.496536 -0.870905
    1103 -1.035210 -0.143843
    1104 -0.755814 0.674853
    1105 0.147231 0.989122
    1106 0.923440 0.454047
    1107 0.955612 -0.392707
    1108 0.221876 -0.975178
    1109 -0.702606 -0.725480
    1110 -1.043651 0.078336
    1111 -0.561266 0.832565
    1112 0.393890 0.920243
    1113 1.013124 0.241714
    1114 0.828473 -0.593299
    1115 -0.033259 -0.999447
    1116 -0.866295 -0.543422
    1117 -0.995171 0.297856
    1118 -0.331859 0.943863
    1119 0.615445 0.795634
    1120 1.046948 0.020771
    1121 0.652937 -0.767207
    1122 -0.286222 -0.958454
    1123 -0.979921 -0.337901
    1124 -0.891481 0.506479
    1125 -0.081148 0.996704
    1126 0.799171 0.628174
    1127 1.023741 -0.200872
    1128 0.437579 -0.900867
    1129 -0.520727 -0.857272
    1130 -1.038899 -0.119742
    1131 -0.736655 0.693859
    1132 0.174859 0.984633
    1133 0.935837 0.431612
    1134 0.944299 -0.415478
    1135 0.194494 -0.980964
    1136 -0.722660 -0.707176
    1137 -1.041120 0.102513
    1138 -0.537753 0.847186
    1139 0.419498 0.909168
    1140 1.019558 0.217913
    1141 0.811576 -0.613768
    1142 -0.061221 -0.998125
    1143 -0.881208 -0.521957
    1144 -0.986505 0.321274
    1145 -0.305312 0.952631
    1146 0.637490 0.779221
    1147 1.047191 -0.003471
    1148 0.631224 -0.783972
    1149 -0.312939 -0.950193
    1150 -0.989054 -0.314581
    1151 -0.876999 0.528131
    1152 -0.053218 0.998583
    1153 0.816473 0.607940
    1154 1.017783 -0.224738
    1155 0.412196 -0.912407
    1156 -0.544528 -0.843056
    1157 -1.041914 -0.095593
    1158 -0.716969 0.712461
    1159 0.202352 0.979384
    1160 0.947604 0.408976
    1161 0.932352 -0.438058
    1162 0.166960 -0.985996
    1163 -0.742196 -0.688457
    1164 -1.037912 0.126649
    1165 -0.513839 0.861236
    1166 0.444787 0.897443
    1167 1.025324 0.194022
    1168 0.794112 -0.633906
    1169 -0.089135 -0.996022
    1170 -0.895516 -0.500232
    1171 -0.977185 0.344552
    1172 -0.278529 0.960688
    1173 0.659068 0.762317
    1174 1.046754 -0.027713
    1175 0.609048 -0.800241
    1176 -0.339415 -0.941222
    1177 -0.997532 -0.291126
    1178 -0.861914 0.549519
    1179 -0.025246 0.999681
    1180 0.833205 0.587379
    1181 1.011159 -0.248512
    1182 0.386500 -0.923292
    1183 -0.567923 -0.828275
    1184 -1.044251 -0.071406
    1185 -0.696769 0.730643
    1186 0.229687 0.973384
    1187 0.958734 0.386152
    1188 0.919775 -0.460433
    1189 0.139296 -0.990267
    1190 -0.761202 -0.669339
    1191 -1.034029 0.150735
    1192 -0.489539 0.874700
    1193 0.469739 0.885084
    1194 1.030420 0.170052
    1195 0.776088 -0.653696
    1196 -0.116980 -0.993142
    1197 -0.909213 -0.478261
    1198 -0.967215 0.367680
    1199 -0.251531 0.968021
    1200 0.680166 0.744940
    1201 1.045639 -0.051943
    1202 0.586424 -0.815996
    1203 -0.365630 -0.931556
    1204 -1.005352 -0.267547
    1205 -0.846235 0.570627
    1206 0.002746 0.999996
    1207 0.849357 0.566509
    1208 1.003870 -0.272182
    1209 0.360509 -0.933507
    1210 -0.590897 -0.812947
    1211 -1.045911 -0.047191
    1212 -0.676066 0.748386
    1213 0.256843 0.966640
    1214 0.969222 0.363155
    1215 0.906575 -0.482590
    1216 0.111524 -0.993768
    1217 -0.779668 -0.649842
    1218 -1.029473 0.174760
    1219 -0.464871 0.887558
    1220 0.494336 0.872106
    1221 1.034844 0.146014
    1222 0.757516 -0.673120
    1223 -0.144733 -0.989489
    1224 -0.922291 -0.456060
    1225 -0.956601 0.390644
    1226 -0.224338 0.974620
    1227 0.700772 0.727110
    1228 1.043846 -0.076153
    1229 0.563367 -0.831218
    1230 -0.391565 -0.921209
    1231 -1.012511 -0.243856
    1232 -0.829968 0.591438
    1233 0.030735 0.999528
    1234 0.864921 0.545345
    1235 0.995921 -0.295737
    1236 0.334241 -0.943037
    1237 -0.613434 -0.797089
    1238 -1.046893 -0.022958
    1239 -0.654872 0.765671
    1240 0.283801 0.959164
    1241 0.979065 0.339997
    1242 0.892757 -0.504514
    1243 0.083664 -0.996496
    1244 -0.797582 -0.629983
    1245 -1.024245 0.198715
    1246 -0.439852 0.899794
    1247 0.518561 0.858526
    1248 1.038594 0.121918
    1249 0.738405 -0.692161
    1250 -0.172373 -0.985069
    1251 -0.934745 -0.433644
    1252 -0.945345 0.413432
    1253 -0.196970 0.980473
    1254 0.720872 0.708845
    1255 1.041376 -0.100334
    1256 0.539891 -0.845890
    1257 -0.417201 -0.910194
    1258 -1.019005 -0.220063
    1259 -0.813124 0.611936
    1260 0.058701 0.998276
    1261 0.879888 0.523904
    1262 0.987314 -0.319167
    1263 0.307716 -0.951870
    1264 -0.635520 -0.780721
    1265 -1.047197 0.001285
    1266 -0.633201 0.782480
    1267 0.310539 0.950967
    1268 0.988257 0.316690
    1269 0.878330 -0.526189
    1270 0.055739 -0.998446
    1271 -0.814936 -0.609778
    1272 -1.018348 0.222589
    1273 -0.414499 0.911393
    1274 0.542398 0.844362
    1275 1.041670 0.097773
    1276 0.718766 -0.710801
    1277 -0.199878 -0.979888
    1278 -0.946569 -0.411025
    1279 -0.933455 0.436029
    1280 -0.169449 0.985574
    1281 0.740455 0.690162
    1282 1.038229 -0.124474
    1283 0.516012 -0.859993
    1284 -0.442520 -0.898527
    1285 -1.024831 -0.196180
    1286 -0.795710 0.632104
    1287 0.086620 0.996244
    1288 0.894251 0.502201
    1289 0.978052 -0.342459
    1290 0.280954 -0.959991
    1291 -0.657141 -0.763861
    1292 -1.046821 0.025527
    1293 -0.611067 0.798795
    1294 0.337038 0.942060
    1295 0.996795 0.293247
    1296 0.863299 -0.547601
    1297 0.027770 -0.999614
    1298 -0.831720 -0.589246
    1299 -1.011784 0.246372
    1300 -0.388830 0.922337
    1301 0.565831 0.829631
    1302 1.044068 0.073589
    1303 0.698612 -0.729021
    1304 -0.227228 -0.973955
    1305 -0.957756 -0.388218
    1306 -0.920935 0.458424
    1307 -0.141796 0.989913
    1308 0.759510 0.671079
    1309 1.034407 -0.148565
    1310 0.491746 -0.873510
    1311 -0.467503 -0.886224
    1312 -1.029988 -0.172217
    1313 -0.777736 0.651926
    1314 0.114472 0.993434
    1315 0.908003 0.480252
    1316 0.968141 -0.365601
    1317 0.253974 -0.967390
    1318 -0.678284 -0.746526
    1319 -1.045767 0.049759
    1320 -0.588483 0.814597
    1321 0.363277 0.932456
    1322 1.004674 0.269678
    1323 0.847673 -0.568735
    1324 -0.000221 -1.000000
    1325 -0.847924 -0.568403
    1326 -1.004555 0.270052
    1327 -0.362865 0.932613
    1328 0.588843 0.814351
    1329 1.045789 0.049376
    1330 0.677953 -0.746804
    1331 -0.254402 -0.967279
    1332 -0.968303 -0.365236
    1333 -0.907790 0.480601
    1334 -0.114033 0.993484
    1335 0.778025 0.651616
    1336 1.029911 -0.172596
    1337 0.467111 -0.886423
    1338 -0.492132 -0.873301
    1339 -1.034473 -0.148185
    1340 -0.759213 0.671384
    1341 0.142234 0.989850
    1342 0.921137 0.458072
    1343 0.957584 -0.388580
    1344 0.226798 -0.974055
    1345 -0.698934 -0.728737
    1346 -1.044036 0.073971
    1347 -0.565464 0.829868
    1348 0.389238 0.922170
    1349 1.011892 0.245997
    1350 0.831459 -0.589573
    1351 -0.028212 -0.999602
    1352 -0.863541 -0.547265
    1353 -0.996665 0.293618
    1354 -0.336621 0.942206
    1355 0.611420 0.798541
    1356 1.046833 0.025144
    1357 0.656803 -0.764131
    1358 -0.281378 -0.959868
    1359 -0.978204 -0.342092
    1360 -0.894029 0.502546
    1361 -0.086180 0.996282
    1362 0.795989 0.631788
    1363 1.024744 -0.196558
    1364 0.442122 -0.898716
    1365 -0.516392 -0.859775
    1366 -1.038284 -0.124093
    1367 -0.740150 0.690460
    1368 0.169885 0.985499
    1369 0.933648 0.435674
    1370 0.946387 -0.411384
    1371 0.199445 -0.979976
    1372 -0.719080 -0.710509
    1373 -1.041626 0.098154
    1374 -0.542025 0.844590
    1375 0.414902 0.911214
    1376 1.018446 0.222213
    1377 0.814666 -0.610100
    1378 -0.056180 -0.998421
    1379 -0.878562 -0.525849
    1380 -0.988117 0.317059
    1381 -0.310118 0.951102
    1382 0.633547 0.782218
    1383 1.047197 0.000902
    1384 0.635175 -0.780984
    1385 -0.308137 -0.951736
    1386 -0.987455 -0.318798
    1387 -0.879656 0.524245
    1388 -0.058259 0.998302
    1389 0.813394 0.611614
    1390 1.018907 -0.220440
    1391 0.416799 -0.910373
    1392 -0.540265 -0.845663
    1393 -1.041420 -0.099952
    1394 -0.720559 0.709136
    1395 0.197404 0.980387
    1396 0.945528 0.413073
    1397 0.934553 -0.433999
    1398 0.171937 -0.985145
    1399 -0.738711 -0.691863
    1400 -1.038540 0.122299
    1401 -0.518181 0.858745
    1402 0.440250 0.899606
    1403 1.024333 0.198337
    1404 0.797304 -0.630299
    1405 -0.084105 -0.996459
    1406 -0.892980 -0.504169
    1407 -0.978914 0.340364
    1408 -0.283377 0.959288
    1409 0.655211 0.765401
    1410 1.046883 -0.023341
    1411 0.613082 -0.797344
    1412 -0.334658 -0.942892
    1413 -0.996052 -0.295366
    1414 -0.864679 0.545681
    1415 -0.030293 0.999541
    1416 0.830230 0.591111
    1417 1.012403 -0.244231
    1418 0.391158 -0.921377
    1419 -0.563734 -0.830982
    1420 -1.043880 -0.075771
    1421 -0.700450 0.727395
    1422 0.224769 0.974521
    1423 0.956773 0.390283
    1424 0.922090 -0.456413
    1425 0.144295 -0.989553
    1426 -0.757813 -0.672816
    1427 -1.034779 0.146394
    1428 -0.493950 0.872315
    1429 0.465264 0.887359
    1430 1.029550 0.174381
    1431 0.779380 -0.650153
    1432 -0.111963 -0.993719
    1433 -0.906788 -0.482242
    1434 -0.969062 0.363520
    1435 -0.256416 0.966752
    1436 0.676397 0.748109
    1437 1.045890 -0.047574
    1438 0.590538 -0.813193
    1439 -0.360922 -0.933351
    1440 -1.003991 -0.271809
    1441 -0.849107 0.566841
    1442 -0.002304 0.999997
    1443 0.846487 0.570295
    1444 1.005234 -0.267920
    1445 0.365218 -0.931714
    1446 -0.586785 -0.815751
    1447 -1.045662 -0.051561
    1448 -0.679837 0.745218
    1449 0.251959 0.967911
    1450 0.967378 0.367316
    1451 0.909001 -0.478610
    1452 0.116541 -0.993194
    1453 -0.776377 -0.653386
    1454 -1.030345 0.170432
    1455 -0.469347 0.885284
    1456 0.489926 0.874492
    1457 1.034096 0.150355
    1458 0.760906 -0.669644
    1459 -0.139734 -0.990205
    1460 -0.919978 -0.460081
    1461 -0.958563 0.386514
    1462 -0.229256 0.973484
    1463 0.697092 0.730359
    1464 1.044220 -0.071788
    1465 0.567557 -0.828513
    1466 -0.386909 -0.923125
    1467 -1.011269 -0.248137
    1468 -0.832945 0.587706
    1469 0.025688 0.999670
    1470 0.862157 0.549183
    1471 0.997403 -0.291497
    1472 0.338999 -0.941369
    1473 -0.609402 -0.799988
    1474 -1.046766 -0.027330
    1475 -0.658731 0.762587
    1476 0.278954 0.960567
    1477 0.977337 0.344186
    1478 0.895295 -0.500577
    1479 0.088695 -0.996061
    1480 -0.794392 -0.633591
    1481 -1.025238 0.194400
    1482 -0.444390 0.897634
    1483 0.514220 0.861019
    1484 1.037968 0.126268
    1485 0.741891 -0.688755
    1486 -0.167396 -0.985923
    1487 -0.932545 -0.437703
    1488 -0.947423 0.409335
    1489 -0.201919 0.979473
    1490 0.717284 0.712171
    1491 1.041871 -0.095975
    1492 0.544155 -0.843285
    1493 -0.412600 -0.912230
    1494 -1.017883 -0.224362
    1495 -0.816205 0.608262
    1496 0.053659 0.998560
    1497 0.877232 0.527791
    1498 0.988915 -0.314951
    1499 0.312519 -0.950329
    1500 -0.631570 -0.783711
    1501 -1.047192 -0.003088
    1502 -0.637145 0.779484
    1503 0.305733 0.952498
    1504 0.986647 0.320905
    1505 0.880977 -0.522298
    1506 0.060780 -0.998152
    1507 -0.811848 -0.613448
    1508 -1.019461 0.218289
    1509 -0.419096 0.909348
    1510 0.538128 0.846959
    1511 1.041165 0.102131
    1512 0.722347 -0.707469
    1513 -0.194928 -0.980879
    1514 -0.944483 -0.415119
    1515 -0.935647 0.431968
    1516 -0.174424 0.984710
    1517 0.736962 0.693562
    1518 1.038846 -0.120123
    1519 0.520348 -0.857492
    1520 -0.437977 -0.900679
    1521 -1.023829 -0.200494
    1522 -0.798893 0.628491
    1523 0.081588 0.996668
    1524 0.891705 0.506135
    1525 0.979771 -0.338268
    1526 0.285798 -0.958579
    1527 -0.653276 -0.766938
    1528 -1.046939 0.021154
    1529 -0.615093 0.795889
    1530 0.332276 0.943718
    1531 0.995303 0.297485
    1532 0.866055 -0.543759
    1533 0.032817 -0.999461
    1534 -0.828735 -0.592973
    1535 -1.013017 0.242089
    1536 -0.393483 0.920412
    1537 0.561634 0.832329
    1538 1.043686 0.077953
    1539 0.702285 -0.725766
    1540 -0.222307 -0.975081
    1541 -0.955785 -0.392345
    1542 -0.923239 0.454400
    1543 -0.146793 0.989187
    1544 0.756112 0.674550
    1545 1.035146 -0.144223
    1546 0.496151 -0.871116
    1547 -0.463022 -0.888490
    1548 -1.029107 -0.176545
    1549 -0.781019 0.648377
    1550 0.109454 0.993998
    1551 0.905568 0.484229
    1552 0.969977 -0.361438
    1553 0.258856 -0.966109
    1554 -0.674506 -0.749688
    1555 -1.046008 0.045389
    1556 -0.592589 0.811785
    1557 0.358564 0.934240
    1558 1.003302 0.273938
    1559 0.850535 -0.564944
    1560 0.004829 -0.999988
    1561 -0.845045 -0.572185
    1562 -1.005908 0.265788
    1563 -0.367570 0.930810
    1564 0.584724 0.817147
    1565 1.045529 0.053745
    1566 0.681716 -0.743629
    1567 -0.249514 -0.968538
    1568 -0.966448 -0.369394
    1569 -0.910207 0.476617
    1570 -0.119048 0.992897
    1571 0.774725 0.655154
    1572 1.030772 -0.168266
    1573 0.471581 -0.884139
    1574 -0.487717 -0.875677
    1575 -1.033713 -0.152524
    1576 -0.762594 0.667902
    1577 0.137234 0.990554
    1578 0.918814 0.462089
    1579 0.959536 -0.384447
    1580 0.231713 -0.972907
    1581 -0.695246 -0.731978
    1582 -1.044398 0.069605
    1583 -0.569647 0.827153
    1584 0.384577 0.924075
    1585 1.010639 0.250276
    1586 0.834427 -0.585837
    1587 -0.023164 -0.999732
    1588 -0.860768 -0.551099
    1589 -0.998137 0.289376
    1590 -0.341375 0.940527
    1591 0.607380 0.801431
    1592 1.046694 0.029516
    1593 0.660654 -0.761040
    1594 -0.276528 -0.961259
    1595 -0.976466 -0.346278
    1596 -0.896556 0.498606
    1597 -0.091209 0.995835
    1598 0.792790 0.635391
    1599 1.025726 -0.192241
    1600 0.446655 -0.896546
    1601 -0.512044 -0.862258
    1602 -1.037646 -0.128443
    1603 -0.743628 0.687048
    1604 0.164907 0.986340
    1605 0.931437 0.439730
    1606 0.948454 -0.407284
    1607 0.204391 -0.978963
    1608 -0.715484 -0.713829
    1609 -1.042111 0.093795
    1610 -0.546283 0.841976
    1611 0.410295 0.913239
    1612 1.017313 0.226510
    1613 0.817738 -0.606421
    1614 -0.051138 -0.998692
    1615 -0.875897 -0.529732
    1616 -0.989707 0.312841
    1617 -0.314917 0.949549
    1618 0.629590 0.785199
    1619 1.047181 0.005275
    1620 0.639111 -0.777980
    1621 -0.303327 -0.953255
    1622 -0.985834 -0.323010
    1623 -0.882293 0.520350
    1624 -0.063300 0.997995
    1625 0.810297 0.615278
    1626 1.020010 -0.216138
    1627 0.421391 -0.908318
    1628 -0.535988 -0.848251
    1629 -1.040904 -0.104310
    1630 -0.724131 0.705798
    1631 0.192451 0.981365
    1632 0.943432 0.417164
    1633 0.936735 -0.429935
    1634 0.176910 -0.984269
    1635 -0.735208 -0.695257
    1636 -1.039147 0.117947
    1637 -0.522511 0.856234
    1638 0.435702 0.901747
    1639 1.023321 0.202650
    1640 0.800477 -0.626681
    1641 -0.079072 -0.996871
    1642 -0.890425 -0.508099
    1643 -0.980623 0.336171
    1644 -0.288217 0.957864
    1645 0.651338 0.768470
    1646 1.046990 -0.018968
    1647 0.617101 -0.794430
    1648 -0.329892 -0.944539
    1649 -0.994549 -0.299603
    1650 -0.867425 0.541835
    1651 -0.035340 0.999375
    1652 0.827235 0.594833
    1653 1.013625 -0.239946
    1654 0.395806 -0.919441
    1655 -0.559531 -0.833671
    1656 -1.043486 -0.080135
    1657 -0.704115 0.724133
    1658 0.219845 0.975634
    1659 0.954792 0.394407
    1660 0.924384 -0.452385
    1661 0.149290 -0.988814
    1662 -0.754407 -0.676281
    1663 -1.035508 0.142052
    1664 -0.498349 0.869911
    1665 0.460777 0.889615
    1666 1.028659 0.178708
    1667 0.782654 -0.646598
    1668 -0.106944 -0.994271
    1669 -0.904343 -0.486215
    1670 -0.970887 0.359354
    1671 -0.261294 0.965460
    1672 0.672611 0.751262
    1673 1.046120 -0.043204
    1674 0.594637 -0.810373
    1675 -0.356204 -0.935123
    1676 -1.002607 -0.276067
    1677 -0.851959 0.563045
    1678 -0.007353 0.999973
    1679 0.843598 0.574073
    1680 1.006576 -0.263655
    1681 0.369919 -0.929900
    1682 -0.582659 -0.818539
    1683 -1.045391 -0.055930
    1684 -0.683592 0.742037
    1685 0.247068 0.969158
    1686 0.965513 0.371471
    1687 0.911408 -0.474623
    1688 0.121554 -0.992594
    1689 -0.773069 -0.656919
    1690 -1.031194 0.166100
    1691 -0.473812 0.882990
    1692 0.485504 0.876858
    1693 1.033326 0.154694
    1694 0.764278 -0.666156
    1695 -0.134732 -0.990896
    1696 -0.917645 -0.464095
    1697 -0.960504 0.382379
    1698 -0.234169 0.972324
    1699 0.693396 0.733594
    1700 1.044571 -0.067422
    1701 0.571734 -0.825789
    1702 -0.382242 -0.925020
    1703 -1.010005 -0.252415
    1704 -0.835904 0.583965
    1705 0.020639 0.999787
    1706 0.859374 0.553013
    1707 0.998865 -0.287253
    1708 0.343748 -0.939679
    1709 -0.605355 -0.802870
    1710 -1.046617 -0.031702
    1711 -0.662574 0.759489
    1712 0.274100 0.961945
    1713 0.975589 0.348369
    1714 0.897813 -0.496632
    1715 0.093724 -0.995601
    1716 -0.791183 -0.637188
    1717 -1.026209 0.190082
    1718 -0.448917 0.895452
    1719 0.509865 0.863493
    1720 1.037319 0.130617
    1721 0.745361 -0.685337
    1722 -0.162416 -0.986752
    1723 -0.930325 -0.441755
    1724 -0.949479 0.405232
    1725 -0.206862 0.978448
    1726 0.713680 0.715483
    1727 1.042345 -0.091614
    1728 0.548407 -0.840662
    1729 -0.407988 -0.914244
    1730 -1.016739 -0.228658
    1731 -0.819267 0.604578
    1732 0.048616 0.998818
    1733 0.874557 0.531670
    1734 0.990494 -0.310730
    1735 0.317314 -0.948764
    1736 -0.627605 -0.786684
    1737 -1.047165 -0.007461
    1738 -0.641074 0.776472
    1739 0.300919 0.954007
    1740 0.985016 0.325115
    1741 0.883605 -0.518399
    1742 0.065819 -0.997832
    1743 -0.808741 -0.617106
    1744 -1.020552 0.213986
    1745 -0.423683 0.907283
    1746 0.533844 0.849538
    1747 1.040638 0.106488
    1748 0.725911 -0.704123
    1749 -0.189972 -0.981845
    1750 -0.942376 -0.419208
    1751 -0.937818 0.427900
    1752 -0.179394 0.983821
    1753 0.733451 0.696949
    1754 1.039442 -0.115770
    1755 0.524672 -0.854972
    1756 -0.433423 -0.902810
    1757 -1.022806 -0.204806
    1758 -0.802057 0.624867
    1759 0.076555 0.997067
    1760 0.889139 0.510060
    1761 0.981469 -0.334073
    1762 0.290635 -0.957144
    1763 -0.649396 -0.769999
    1764 -1.047035 0.016782
    1765 -0.619105 0.792967
    1766 0.327507 0.945354
    1767 0.993790 0.301719
    1768 0.868791 -0.539908
    1769 0.037864 -0.999283
    1770 -0.825731 -0.596690
    1771 -1.014229 0.237803
    1772 -0.398126 0.918465
    1773 0.557425 0.835009
    1774 1.043281 0.082317
    1775 0.705941 -0.722497
    1776 -0.217381 -0.976182
    1777 -0.953794 -0.396467
    1778 -0.925524 0.450369
    1779 -0.151786 0.988436
    1780 0.752697 0.678008
    1781 1.035864 -0.139880
    1782 0.500544 -0.868702
    1783 -0.458529 -0.890735
    1784 -1.028205 -0.180871
    1785 -0.784284 0.644816
    1786 0.104433 0.994537
    1787 0.903113 0.488198
    1788 0.971791 -0.357270
    1789 0.263731 -0.964805
    1790 -0.670712 -0.752834
    1791 -1.046226 0.041018
    1792 -0.596681 0.808956
    1793 0.353842 0.936000
    1794 1.001908 0.278195
    1795 0.853378 -0.561144
    1796 0.009878 -0.999951
    1797 -0.842146 -0.575957
    1798 -1.007239 0.261521
    1799 -0.372265 0.928984
    1800 0.580590 0.819926
    1801 1.045247 0.058114
    1802 0.685463 -0.740440
    1803 -0.244620 -0.969772
    1804 -0.964572 -0.373547
    1805 -0.912604 0.472626
    1806 -0.124060 0.992285
    1807 0.771408 0.658680
    1808 1.031611 -0.163934
    1809 0.476040 -0.881835
    1810 -0.483289 -0.878034
    1811 -1.032932 -0.156862
    1812 -0.765958 0.664407
    1813 0.132230 0.991232
    1814 0.916471 0.466100
    1815 0.961467 -0.380309
    1816 0.236623 -0.971736
    1817 -0.691542 -0.735206
    1818 -1.044739 0.065239
    1819 -0.573817 0.824421
    1820 0.379906 0.925959
    1821 1.009365 0.254553
    1822 0.837376 -0.582090
    1823 -0.018115 -0.999836
    1824 -0.857976 -0.554924
    1825 -0.999587 0.285130
    1826 -0.346120 0.938825
    1827 0.603326 0.804305
    1828 1.046534 0.033888
    1829 0.664489 -0.757934
    1830 -0.271670 -0.962626
    1831 -0.974707 -0.350459
    1832 -0.899064 0.494657
    1833 -0.096237 0.995362
    1834 0.789572 0.638982
    1835 1.026686 -0.187922
    1836 0.451177 -0.894354
    1837 -0.507684 -0.864723
    1838 -1.036987 -0.132791
    1839 -0.747089 0.683623
    1840 0.159924 0.987157
    1841 0.929207 0.443778
    1842 0.950500 -0.403178
    1843 0.209332 -0.977926
    1844 -0.711871 -0.717134
    1845 -1.042573 0.089434
    1846 -0.550528 0.839343
    1847 0.405679 0.915243
    1848 1.016159 0.230804
    1849 0.820791 -0.602732
    1850 -0.046094 -0.998937
    1851 -0.873212 -0.533606
    1852 -0.991276 0.308618
    1853 -0.319708 0.947974
    1854 0.625617 0.788165
    1855 1.047144 0.009648
    1856 0.643032 -0.774960
    1857 -0.298510 -0.954752
    1858 -0.984192 -0.327218
    1859 -0.884911 0.516446
    1860 -0.068338 0.997663
    1861 0.807180 0.618931
    1862 1.021090 -0.211834
    1863 0.425972 -0.906242
    1864 -0.531698 -0.850820
    1865 -1.040366 -0.108666
    1866 -0.727687 0.702446
    1867 0.187493 0.982318
    1868 0.941315 0.421249
    1869 0.938895 -0.425863
    1870 0.181878 -0.983367
    1871 -0.731689 -0.698637
    1872 -1.039732 0.113593
    1873 -0.526829 0.853705
    1874 0.431143 0.903868
    1875 1.022286 0.206961
    1876 0.803633 -0.623051
    1877 -0.074037 -0.997257
    1878 -0.887849 -0.512020
    1879 -0.982309 0.331973
    1880 -0.293050 0.956417
    1881 0.647450 0.771524
    1882 1.047075 -0.014595
    1883 0.621105 -0.791500
    1884 -0.325119 -0.946164
    1885 -0.993026 -0.303835
    1886 -0.870151 0.537979
    1887 -0.040386 0.999184
    1888 0.824222 0.598545
    1889 1.014826 -0.235659
    1890 0.400444 -0.917484
    1891 -0.555315 -0.836343
    1892 -1.043070 -0.084499
    1893 -0.707764 0.720857
    1894 0.214915 0.976724
    1895 0.952790 0.398526
    1896 0.926658 -0.448351
    1897 0.154282 -0.988051
    1898 -0.750983 -0.679733
    1899 -1.036214 0.137708
    1900 -0.502736 0.867488
    1901 0.456279 0.891850
    1902 1.027745 0.183033
    1903 0.785910 -0.643031
    1904 -0.101922 -0.994797
    1905 -0.901877 -0.490180
    1906 -0.972691 0.355184
    1907 -0.266166 0.964144
    1908 0.668809 0.754401
    1909 1.046327 -0.038833
    1910 0.598722 -0.807535
    1911 -0.351478 -0.936872
    1912 -1.001203 -0.280321
    1913 -0.854793 0.559240
    1914 -0.012403 0.999923
    1915 0.840689 0.577840
    1916 1.007897 -0.259386
    1917 0.374610 -0.928063
    1918 -0.578518 -0.821308
    1919 -1.045097 -0.060298
    1920 -0.687331 0.738840
    1921 0.242171 0.970381
    1922 0.963626 0.375621
    1923 0.913795 -0.470628
    1924 0.126565 -0.991969
    1925 -0.769743 -0.660439
    1926 -1.032022 0.161767
    1927 -0.478265 0.880676
    1928 0.481070 0.879204
